url,doc_id,title,audience,category,language,document_version,license_or_permission
https://www.coolmate.me/page/chinh-sach-doi-tra-hang,coolmate_doitra,Chính sách đổi trả Coolmate,buyer,return_policy,vi,not-stated,public
https://hacom.vn/chinh-sach-doi-tra-hang,hacom_doitra,Chính sách đổi trả Hacom,buyer,return_policy,vi,not-stated,public
https://hacom.vn/chinh-sach-bao-hanh,hacom_baohanh,Chính sách bảo hành Hacom,both,warranty_policy,vi,not-stated,public
https://yody.vn/chinh-sach-doi-tra-hang,yody_doitra,Chính sách đổi trả Yody,buyer,return_policy,vi,not-stated,public
https://www.sapo.vn/chinh-sach-bao-hanh.html,sapo_baohanh,Chính sách bảo hành Sapo,both,warranty_policy,vi,not-stated,public
https://www.sapo.vn/quy-che-hoat-dong.html,sapo_quyche,Quy chế hoạt động Sapo,seller,seller_policy,vi,not-stated,public
https://routine.vn/chinh-sach-doi-tra,routine_doitra,Chính sách đổi trả Routine,buyer,return_policy,vi,not-stated,public
https://canifa.com/chinh-sach-doi-tra.html,canifa_doitra,Chính sách đổi trả Canifa,buyer,return_policy,vi,not-stated,public
